id,source,url,text,bias
30,Al Jazeera,https://www.aljazeera.com/news/2019/03/trump-overrules-house-veto-border-wall-190315201213439.html,Trump vetoes congressional measure to block his bid to use a national emergency declaration to free money for a wall United States President Donald Trumpxa0has issued the first veto of his presidency overruling the US Congress to protect his emergency declaration for border wall funding Flanked by law enforcement officials and by the parents of children who were killed by people in the country without documentation Trump on Friday maintained that he was not through fighting for his signature campaign promise which stands largely unfulfilled 18 months before voters decide whether to grant him another term Congress has the freedom to pass this resolution Trump said and I have the duty to veto it A dozen defecting Republicans joined Senate Democrats in approving the joint resolution on Thursday which capped a week of confrontation with the White House as both parties in Congress strained to exert their power in new ways On Thursday Trump tweeted VETO following the Senate vote VETO  Donald J Trump realDonaldTrump March 14 2019  It is unlikely that Congress will have the twothirds majority required to override Trumps veto though House Democrats have suggested they would try nonetheless After Trump signed the expected veto US House Speaker Nancy Pelosi said the body planned to vote for a veto on March 26 and potentially override Trumps move The president wants to use the emergency order to divert billions of federal dollars earmarked for defence spending towards the wall along the southern border with Mexico His plan still faces several legal challenges from Democratic state attorneys general and environmental groups that argue the emergency declaration was unconstitutional Those cases could block Trump from diverting extra money to barrier construction for months or longer The American Civil Liberties Union ACLU which filed one of the cases said the veto was meaningless  like the declaration in the first placexa0 Congress has rejected the presidents declaration and now the courts will be the ultimate arbiter of its legality said ACLU Executive Director Anthony Romero We look forward to seeing him in court and to the shellacking that he will receive at the hands of an independent judiciary Trump said the situation on the southern border was a tremendous national emergency adding that our immigration system is stretched beyond the breaking point Trump is expected to issue his second veto in the coming weeks over a congressional resolution seeking to end US backing for the Saudiled coalition fighting in Yemen The resolution was approved in the aftermath of the killing of USbased Saudi journalist Jamal Khashoggi in the Saudi consulate in Istanbul on October 2 2018 Follow Al Jazeera English,0
31,Al Jazeera,https://www.aljazeera.com/news/2019/04/mueller-report-released-thursday-won-190416214801192.html,William Barr says hell be redacting four types of information Heres a look at whats likely to be left out US Attorney General William Barr plans to release a redacted version of Special Counsel Robert Muellers report on the inquiry into Russias role in the 2016 US election on Thursday  the keyword being redacted The Democrats demands for a full unredacted version of Muellers report are likely to prompt a political and legal battle that could last for months if not much longer The chairman of the House Judiciary Committee Jerrold Nadler has said he is prepared to issue subpoenas very quickly for the full report on Russia and Donald Trumps presidential campaign if it is released with blackedout sections And that would set the legal fight in motion Barr has said he is redacting four types of information from the report Congressional Democrats cite precedent from previous investigations in saying they want to see it all But some Republicans defending Barr are also citing precedent saying it is appropriate to keep at least some of the information from Congress and the public Heres a look at whats likely to be withheld and why Democrats say the full report should be released Barr has staked out his position on releasing secret grand jury information saying last week that he would not go to court to request its release He said Democrats are free to go to court themselves and Nadler has said he is ready to do soxa0 Grand jury information including witness interviews is normally off limits but can be obtained in court Some records were eventually released in the Whitewater investigation into former President Bill Clinton and an investigation into President Richard Nixon before he resigned Both of those cases were under somewhat different circumstances including that the House Judiciary Committee had initiated impeachment proceedings Federal court rules state that a court may order disclosure preliminary to or in connection with a judicial proceeding But Democrats have said they are not interested in impeachment for now and are likely to argue in court that they dont need to be in an official impeachment proceeding to receive the materials Congress frequently receives classified documents and briefings and Democrats say there is no reason the Mueller report should be any different Many Republicans agree including the top Republican on the intelligence committee Devin Nunes who wrote a rare joint letter in March with House intelligence committee Chairman Adam Schiff asking for all materials regardless of form or classificationxa0 In the letter which was obtained by The Associated Press Schiff and Nunes also asked for a private briefing from Mueller and his team Democrat Schiff has argued that some of that information should be released to the public as well citing Mueller indictments that have already revealed granular detail about the Russian effort to influence the 2016 election All of that information at one point was classified but the decision must have been made the public interest outweighs that And I think a similar analysis should be undertaken here Schiff said on CNN this month Barr said he will redact information related to investigations connected to the Mueller probe that is still under way Those include cases handed off or referred to federal prosecutors in Washington DC New York and Virginia Democrats have noted that the Justice Department has released such information before including some related to Muellers own investigation while it was in progress Republicans who were in the House majority last year obtained documents related to the beginnings of the Russia investigation arguing that officials were biased against thencandidate Trumpxa0 Republicans argued at the time that it was necessary to obtain that information to maintain the integrity of the investigation The Justice Department regularly redacts information about people who were interviewed or scrutinised in investigations but not charged Barr has said he will black out information from the report that would unduly infringe on the personal privacy and reputational interests of peripheral third parties Asked by Senator Jeanne Shaheen at a hearing last week if that meant he would redact information to protect the interests of Trump Barr said it did not No Im talking about people in private life not public officeholders Barr said That means that in addition to Trump members of his family who work at the White House such as his daughter Ivanka could potentially be named if they were somehow entangled in Muellers investigation But any information regarding his sons Eric and Donald Trump Jr who run his businesses could be more likely to be redactedxa0 The Justice Department did release information about the investigation into Hillary Clintons email practices more than two years ago even though Clinton wasnt charged But that was after thenFBI Director James Comey made the muchquestioned decision to publicly discuss that investigation Barr signalled in his confirmation hearing in January that he would do things differently If youre not going to indict someone then you dont stand up there and unload negative information about the person Barr said Thats not the way the Department of Justice does business Follow Al Jazeera English,0
32,Al Jazeera,https://www.aljazeera.com/news/2019/04/allowing-lawsuits-properties-seized-castro-cuba-190417142211925.html,Trump administrations decision which will take effect on May 2 is strongly opposed by the European Union The Trump administration on Wednesday opened the door for lawsuits against foreign firms operating on properties Cuba seized from Americans after the 1959 revolution US Secretary of State Mike Pompeo said he will not renew a bar on litigation that has been in place for two decades meaning that lawsuits can be filed starting on May 2 when the current suspension expires The major policy shift which the State Department said could draw hundreds of thousands of legal claims worth tens of billions of dollars appears intended to intensify pressure on Havana at a time Washington is demanding that it end its support for Venezuelan President Nicolas Maduro The move comes despite opposition from the European Unionxa0 Any person or company doing business in Cuba should heed this announcement Pompeo said Pompeo said the administration was acting because it recognised the reality that the bar on lawsuits which has been in place since 1996 had not achieved the goal of pressing Cuba to enact democratic reforms or reining in what he called Cubas export of oppression throughout the Western Hemisphere particularly in Venezuela We see clearly that regimes repression of its own people and unrepentant exportation of tyranny in the region has only gotten worse because dictators perceive appeasement as weakness not strength he told reporters Pompeos decision gives Americans the legal right to sue companies that operate out of hotels tobacco factories distilleries and other properties Cuba nationalised after Fidel Castro took power It allows lawsuits by Cubans who became United Statesxa0citizens years after their properties were takenxa0 Those citizens opportunities for justice have been put out of reach for two decades Pompeo said There are roughly 6000 claims that the Justice Department has certified as having merit according to Kimberly Breier the top US diplomat for the Americas Those claims have an estimated value of eight billion dollars two billion in property and six billion in interest she said In addition there are about 200000 uncertified claims that could run into the tens of billions of dollars she said Breier said there would be no exceptions to the decision which has already prompted stern responses from Canada and Europe as they have vowed to protect their businesses from lawsuits She said the only way companies will be safe from litigation would be to ensure that they are not doing business on expropriated properties European companies that are operating in Cuba will have nothing to worry about if they are not operating on properties taken from Americans she said The decision deals a severe blow to Havanas efforts to draw foreign investment to the island and comes as President Donald Trumpxa0steps up pressure to isolate embattled Venezuelan President Maduro who is holding power with help from other countries including Cuba China and Russiaxa0 Spain which has large investments in hotels and other tourismrelated industries on the island was the first to react A senior government official told The Associated Press that Madrid would ask the EU to challenge the US move through the World Trade Organization Businesses from Canada France and the UK among other countries also conduct business in properties nationalised after Castro took power National Security Adviser John Bolton is expected to discuss the new policy during a speech in Miami home to thousands of exiles and immigrants from Cuba Venezuela and Nicaragua The speech at the Bay of Pigs Veterans Association is to be delivered on the 58th anniversary of the failed US invasion of the island in 1961 an attempt to overthrow the Cuban government Johana Tablada Cubas deputy director of US affairs said on Twitter Before they try to euphorically ride a wave of wickedness and lies they should take a dose of reality The world has told John Bolton and the US government to eliminate the criminal blockade against Cuba and the HelmsBurton Act The 1996 act gave Americans the right to sue the mostly European companies Countries with large investments in Cuba have ferociously protested the lawxa0 The extraterritorial application of the US embargo is illegal and violates international law said Alberto Navarro the EU ambassador to Cuba I personally consider it immoral For 60 years the only thing thats resulted from the embargo is the suffering of the Cuban people US airlines and cruise lines that carry hundreds of thousands of travellers to Cuba each year appear to be exempt from the key provision of the HelmsBurton Act Every US president since Bill Clinton has suspended the key clause to avoid those trade clashes and a potential mass of lawsuits that would prevent any future settlement with Cuba over nationalised properties Cuba has said it is willing to reimburse the owners of confiscated properties but only if the communist government is also reimbursed for billions of dollars in damages generated by the sixdecade US trade embargo The announcement comes at a moment of severe economic weakness for Cuba which is struggling to find enough cash to import basic food and other supplies following a drop in aid from Venezuela and a string of bad years in other key economic sectors Follow Al Jazeera English,0
33,Al Jazeera,https://www.aljazeera.com/news/2019/04/asylum-seekers-show-credible-fear-eligible-bond-190417130324858.html,Rights group vows to fight Attorney General Barrs decision that expands indefinite detention for many asylum seekers Detained asylum seekers in the United States who have shown they have a credible fear of returning to their country will no longer be able to ask a judge to grant them release using bond according to a ruling by US Attorney General William Barr who overturned decadesold policy on Tuesday Barr struck down a decision that had allowed some asylum seekers to ask for bond in front of an immigration judge in a ruling that expands indefinite detention for some migrants who must wait months or years for their cases to be heard The first immigration court ruling from President Donald Trumps newly appointed attorney general is in keeping with the administrations moves to clamp down on the asylum process as tens of thousands of mostly Central Americans cross into the United States asking for refuge US immigration courts are overseen by the Justice Department and the attorney general can rule in cases to set a legal precedent Barrs ruling is the latest instance of the Trump administration taking a hard line on immigration This year the administration implemented a policy to return some asylum seekers to Mexico while their cases work their way through backlogged courts a policy which has been challenged with a lawsuit Several top officials at the Department of Homeland Security DHS were forced out this month over Trumps frustrations with an influx of migrants and asylum seekers at the US southern border Barrs decision applies to migrants who crossed between official ports of entry into the US Typically those migrants are placed in expedited removal proceedings  a faster form of deportation reserved for people who irregularly entered the country within the last two weeks and are detained within 100 miles 160km of a land border Migrants who present themselves at ports of entry and ask for asylum are not eligible for bond But before Barrs ruling those who had crossed the border between official entry points and asked for asylum were eligible for bond once they had proven to asylum officers they had a credible fear of persecutionxa0 I conclude that such aliens remain ineligible for bond whether they are arriving at the border or are apprehended in the United States Barr wrote Barr said such people can be held in immigration detention until their cases conclude or if DHS decides to release them by granting them parole DHS has the discretion to parole people who are not eligible for bond and frequently does so due to insufficient detention space or other humanitarian reasons The decision doesnt affect asylumseeking families because they generally cant be held for longer than 20 days It also doesnt apply to unaccompanied minors Barr said he was delaying the effective date by 90 days so that DHS may conduct the necessary operational planning for additional detention and parole decisions Michael Tan from the American Civil Liberties Union ACLU said the rights group intended to sue the Trump administration over the decision and immigrant advocates decried the decision Well see the administration in court Again the ACLU tweetedOur Constitution does not allow the government to lock up asylum seekers without basic due process Angelo Guisado a lawyer at the Center for Constitutional Rights tweeted Mandating detention for what amounts to seeking asylum at the southern border is another instantiation of criminalizing migration I find it perverse that we mandate detention fing jail for what is at best a civil offense and is more aptly a placeofbirth violation We detain over 440000 noncitizens each year FY 2018 Congress approved 40520 detention beds though the daily average is closer to 45000 As of March ICE had 50049 people in custody Trump aims to make it to 60000 and this abomination of a decision will help get him there httpstcojW6Bjc5Hfd  Angelo Guisado VoltaireLaFlare April 16 2019  The decisions full impact is not yet clear because it will in large part depend on the ability of DHS to expand detention said Steve Vladeck a law professor at the University of Texas The number of asylum seekers who will remain in potentially indefinite detention pending disposition of their cases will be almost entirely a question of DHSs detention capacity and not whether the individual circumstances of individual cases warrant release or detention Vladeck said DHS officials did not immediately respond to a request for comment on the decision The agency had written in a brief in the case arguing that eliminating bond hearings for the asylum seekers would have an immediate and significant impact on  detention operationsxa0 In early March Immigration and Customs Enforcement ICE the DHS agency responsible for detaining and deporting immigrants in the country irregularly said the average daily population of immigrants in detention topped 46000 for the 2019 fiscal year the highest level since the agency was created in 2003 Last year Reuters news agency reported that ICE had modified a tool officers have been using since 2013 when deciding whether an immigrant should be detained or released on bond making the process more restrictive Barrs decision came after former Attorney General Jeff Sessions decided to review the case in October Sessions resigned from his position in November leaving the case to Barr to decide Follow Al Jazeera English,0
34,Al Jazeera,https://www.aljazeera.com/news/2019/04/trump-vetoes-measure-involvement-yemen-war-190416234815258.html,Congress had earlier voted to invoke the War Powers Resolution to try and stop US involvement in a foreign conflict President Donald Trump has vetoed a bill Congress passed to end United Statesxa0military assistance in the Saudi Arabialed war in Yemen In a break with the president Congress voted for the first time to invoke the War Powers Resolution to try and stop US involvement in a foreign conflict But Trump vetoed the measure on Wednesday with the Congress lacking the votes to override him This resolution is an unnecessary dangerous attempt to weaken my constitutional authorities endangering the lives of American citizens and brave service members both today and in the future said Trump in a statementxa0    n     House approval of the resolution came earlier this month on a 247175 vote The Senate vote last month was 5446 Al Jazeeras Rosiland Jordan reporting from Washington DC said at least two Democratic congressmen were calling to override the veto Members of the Congress are also angry that the Trump administration is continuing with the pattern of neverending war around the world without getting the express permission of the Congress first The question now can the Congress figure out how to reverse the veto and have this resolution take effect in a couple of weeks time she said Congress has grown uneasy with Trumps close relationship with Saudi Arabia as he tries to further isolate Iran a regional rival Many legislators also criticised the president for not condemning Saudi Arabia for the killing of a Saudixa0journalist Jamal Khashoggi who had been critical of the kingdom Khashoggi entered the Saudi consulate in Istanbul last October and never came out Intelligence agencies said Saudi Crown Prince Mohammed bin Salman was complicit in his murder Vetoing the measure is an effective green light for the war strategy that has created the worlds worst humanitarian crisis to continue said International Rescue Committee IRC president and CEO David Miliband Yemen is at a breaking point with 10 million people on the brink of famine There are as many as 100 civilian casualties per week and Yemenis are more likely to be killed at home than in any other structure The US provides billions of dollars of arms to the Saudiled coalition fighting against Iranbacked rebels in Yemen Since 2015 the US has provided the aerial refuelling of jets reconnaissance targeting and intelligence information to Saudi Arabia and the United Arab Emirates UAE in their campaign against the Houthi rebels who unseated the Saudibacked government in Yemen The UAE hasxa0hailed the veto adding that the decision is both timely and strategic President Trumps assertion of support to the Arab Coalition in Yemen is a positive signal Minister of State for Foreign Affairs Anwar Gargash said on Twitter early on Wednesday Saudi Arabia and a coalition of Arab governments have launched more than 19000 air raids across Yemen There are 22 million souls at risk of dying of being killed Maybe not of being shot but being starved to death or dying from medical problems for which they can receive no medicines House Majority Leader Steny Hoyer previously told reporters It is a humanitarian crisis I would refer to it in even more draconian terms because I think its such a conscious effort by both sides to put these people at risk he added It is necessary for us to act The fighting in the Arab worlds poorest country also has left millions suffering from food and medical care shortages and has pushed the country to the brink of famine Air raids by the SaudiUAE coalition have hit civilians hospitals and water treatment facilities Aid groups estimate as many as 60000 civilians have been killed in the war and as many as 85000 children starved to death with millions more one step away from famine    n     Follow Al Jazeera English,0
35,Alternet,https://www.alternet.org/2019/02/top-gop-leader-pauses-and-gives-a-spineless-defense-when-pressed-on-trumps-fake-national-emergency/,At a press conference on Tuesday House Minority Leader Kevin McCarthy RCA was confronted with a simple and straightforward question Why are President Donald Trump and the Republican Party declaring a national emergency at the USMexico border now when just a few months ago when the GOP still controlled Congress there was apparently no emergency to declare Faced with this question McCarthy paused briefly and looked down at the ground clearly caught off guard He then began his desperate answer with a pseudoprofound truism Well times change as it moves forward he said He continued When you get the more report of the drugs coming across you get the more reports of human trafficking and others 60000 people arrested each month I think when you have the experts telling you the challenge I think the president tried to do everything in his power to work with the House and the Senate I think the presidents belief was that we could always come to an agreement to solve this along what the experts have requested I think at the end of the day the presidentxa0has a responsibility to make sure it gets protected and he made the decision Of course this didnt really answer the question at all  and it reinforced the obvious fact for that for Trump the emergency has nothing to do with the conditions at the border The emergency is that he cant get what he wants from Congress The truth is that the problems McCarthy cites at the border human trafficking and drug smuggling mostly occur at ports of entry and thus would not be stopped by the wall Trump wants to build with funds seized via the emergency declaration And while unauthorized border crossings were up somewhat after 2017 they are still well below recent peaks  and this explanation still doesnt show why the GOP didnt declare a national emergency last year Theres no new data showing that the situation at the border is spiraling out ofxa0control  theres just a desperate president scrambling to fulfill a ridiculous promise Translation Were spineless cowards marching to the orders of Dear Leader what do you want said national security lawyer Bradley Moss of McCarthys comments Watch the clip below    So do we  The past year has been the most arduous of our lives The Covid19 pandemic continues to be catastrophic not only to our health  mental and physical  but also to the stability of millions of people For all of us independent news organizations its no exception  Weve covered everything thrown at us this past year and will continue to do so with your support Weve always understood the importance of calling out corruption regardless of political affiliation We need your support in this difficult time Every reader contribution no matter the amount makes a difference in allowing our newsroom to bring you the stories that matter at a time when being informed is more important than ever Invest with us Make a onetime contribution to Alternet All Access nttor click here to become a subscriber Thank you  Click to donate by checknt ,-1
36,Alternet,https://www.alternet.org/2019/03/heres-what-republicans-and-billionaires-really-mean-when-they-talk-about-freedom/,America is having a heated debate about the meaning of the word socialism Wed be better served if instead we were debating the meaning of freedom The Oregonian reported last week that fully 156000 families are on the edge of homelessness in our smallpopulation state Every one of those households is now paying more than 50 percent of its monthly income on rent and none of them has any savings one medical bill major car repair or job loss and theyre on the streets While socialism may or may not solve their problem the more pressing issue we have is an entire political party and a huge sector of the billionaire class who see homelessness not as a problem but as a symptom of a free society The words freedom and liberty are iconic in American cultureprobably more so than with any other nation because theyre so intrinsic to the literature declarations and slogans of our nations founding The ironyof the nation founded on the worlds greatest known genocide the systematic state murder of tens of millions of Native Americans and over three centuries of legalized slavery and a century and a half of oppression and exploitation of the descendants of those slavesis extraordinary It presses us all to bring true freedom and liberty to all Americans But what do those words mean If you ask the Koch brothers and their buddieswho slap those words on pretty much everything they doyoud get a definition that largely has to do with being free from taxation and regulation And truth be told if youre morbidly rich that makes a certain amount of sense particularly if your main goal is to get richer and richer regardless of your behaviors impact on workingclass people the environment or the ability of government to function On the other hand the definition of freedom and liberty thats been embraced by socalled democratic socialist countriesfrom Canada to almost all of Europe to Japan and Australiayoud hear a definition thats closer to that articulated by Franklin D Roosevelt when he proposed in January 1944 a second Bill of Rights to be added to our Constitution FDRs proposed amendments included the right to a job and the right to be paid enough to live comfortably the right to adequate food and clothing and recreation the right to start a business and run it without worrying about unfair competition and domination by monopolies the right of every family to a decent home the right to adequate medical care to achieve and enjoy good health the right to governmentbased protection from the economic fears of old age sickness accident and unemployment and the right to a good education Roosevelt pointed out that All of these rights spell security He added Americas own rightful place in the world depends in large part upon how fully these and similar rights have been carried into practice for our citizens For unless there is security here at home there cannot be lasting peace in the world The other nations mentioned earlier took President Roosevelts advice to heart Progressive social democracy has kept Europe Canada and the developed nations of the East and South Pacific free of war for almost a centurya mindboggling feat when considering the history of the developed world since the 1500s Just prior to FDR winning the White House in the election of 1932 the nation had been treated to 12 years of a bizarre Republican administration that was the model for todays GOP In 1920 Warren Harding won the presidency on a campaign of more industry in government less government in industryprivatize and deregulateand a promise to drop the top tax rate of 91 percent down to 25 percent He kept both promises putting the nation into a sugarhigh spin called the Roaring 20s where the rich got fabulously rich and workingclass people were being beaten and murdered by industrialists when they tried to unionize Harding Coolidge and Hoover the three Republican presidents from 1920 to 1932 all cheered on the assaults using phrases like the right to work to describe a unionfree nation In the end the result of the horses and sparrows economics advocated by Harding feed more oats to the horses and therell be more oats in the horse poop to fatten the sparrowsthat generations version of trickledown economics was the Republican Great Depression yes they called it that until after World War II Even though Roosevelt was fabulously popularthe only president to be elected four timesthe rightwingers of his day were loud and outspoken in their protests of what they called socialist programs like Social Security the right to unionize and governmentguaranteed job programs including the WPA REA CCC and others The Klan and American Nazis were assembling by the hundreds of thousands nationwidenearly 30000 in Madison Square Garden aloneencouraged by wealthy and powerful economic royalists preaching freedom and liberty Like the Kochs Freedomworks that generations huge and wellfunded principally by the DuPonts chemical fortune organization was the Liberty League Roosevelts generation had seen the results of this kind of hardright freedom rhetoric in Italy Spain Japan and Germany the very nations with which we were then at war Speaking of the grave dangers of rightist reaction in this Nation Roosevelt told America in that same speech that If history were to repeat itself and we were to return to the socalled normalcy of the 1920sthen it is certain that even though we shall have conquered our enemies on the battlefields abroad we shall have yielded to the spirit of Fascism here at home Although rightwingers are still working hard to disassemble FDRs New Dealthe GOP budget for 2019 contains massive cuts to Social Security as well as to Medicare and Medicaidwe got halfway toward his notion of freedom and liberty here in the United States The billionaire class and their wholly owned Republican politicians keep trying to tell us that freedom means the government doesnt provide any of the things listed above Instead they tell us as Ron Paul famously did in a GOP primary debate years ago that if were broke and sick were free to die like a feral dog in the gutter Freedom is homelessness in the minds of the billionaires who own the GOP Poverty lack of education no access to health care poorpaying jobs and barriers to voting are all proof of a free society they tell us which is why Americas lowest life expectancy highest maternal and childhood death rates lowest levels of education and lowest pay are almost all in GOPcontrolled states Americaparticularly the Democratic Partyis engaged in a debate right now about the meaning of socialism It would be a big help for all of us if we were instead to have an honest debate about the meaning of the words freedom and liberty Thom Hartmann is axa0talkshow hostxa0and author of more thanxa025 books in print He is a writing fellow at the Independent Media Institute This article was produced by the Independent Media Institute   So do we  The past year has been the most arduous of our lives The Covid19 pandemic continues to be catastrophic not only to our health  mental and physical  but also to the stability of millions of people For all of us independent news organizations its no exception  Weve covered everything thrown at us this past year and will continue to do so with your support Weve always understood the importance of calling out corruption regardless of political affiliation We need your support in this difficult time Every reader contribution no matter the amount makes a difference in allowing our newsroom to bring you the stories that matter at a time when being informed is more important than ever Invest with us Make a onetime contribution to Alternet All Access nttor click here to become a subscriber Thank you  Click to donate by checknt ,-1
37,Alternet,https://www.alternet.org/2019/03/white-nationalists-have-infiltrated-the-us-military/,Patrick Casey came to the 2018 Conservative Political Action Conference CPAC on a mission Casey executive director of Identity Evropa a white nationalist group that was involved in the Unite The Right rally in Charlottesville Va in 2017 believes diversity is harmful to the United States and aims to create a white supermajority He told NBC in an interview at CPAC that his organization aims to take over the GOP as much as possible If Identify Evropa hasnt taken over the GOP as Casey hoped his organization HuffPost reports Monday has made inroads into another key institution the military Seven members have been identified as Identity Evropa members according to HuffPosts investigation HuffPost identified these members through leaked online chat logs from a server on Discord a chat app popular among altright groups which Identity Evropa members have used to communicate with each other for years The independent media group Unicorn Riot first published the logs last week In its investigation HuffPost found that Two Marines two Army ROTC cadets an Army physician a member of the Texas National Guard and one member of the Air Force all belong to  Identity Evropa After Unicorn Riot released the chat logs another antifascist collective Identify Evropa reviewed them and used biographical details from the posts which were written under pseudonyms to begin to determine their actual identities HuffPost then used that research to continue its own and verified the identities of seven service members Their messages HuffPost reporter Christopher Mathias writes indicate that they hold deeply racist and antiSemitic views and participate in Identity Evropa propaganda campaigns posting stickers and flyers in cities and on college campuses One of the military personnel revealed by HuffPost was Stephen T Farrea 29 who as a military spokesperson confirmed is a corporal in the Selected Marine Corps Reserve He posted under the name SuperTomPerryRI and frequently referenced his Marine Corps position Among his racist comments were statements including Portsmouth my town 95 percent white very nice and that he was looking forward to posting Its OK to be white flyers According to HuffPost Last week he attended an Identity Evropa gathering in Kentucky also attended by Jason Laguardia a lance corporal who posts on Discord under the name JasonCT Laguardia often posts pictures of Identity Evropa flyers and stickers  throughout Connecticut and New York City This revelation isnt the first indication of concern over the presence and power of white nationalists in the US armed forces As Mathias writes Last year a series of investigative reports by ProPublica and Frontline found multiple members of violent neoNazi groups among the ranks of the military And a 2017 poll conducted by the Military Times found that nearly 25 percent of service members surveyed said they encountered white nationalists within their ranks That poll found that 30 percent of troops said they saw white nationalism as a bigger threat to national security than the wars in Syria Afghanistan and Iraq Identity Evropa was founded by an exMarine HuffPost spoke with multiple experts who expressed concern over the impact of white nationalists in the armed forces Military personnel active duty and veterans alike said Kathleen Belew author of Bring the War Home The White Power Movement and Paramilitary America have played an instrumental role in moving weapons training and tactics from military to civilian spaces and she continued dramatically escalated the impact of white power violence on civilian populations Daryle Jenkins an Air Force veteran and founder of One Peoples Project an antiracist group told HuffPost he was concerned about the safety of nonwhite Christian service members who must serve alongside white nationalists who might as he explained undermine and threaten their fellow soldiers These revelations come on the heels of concerns over white nationalists in government Rep Steve King RIowa told The New York Times in January White nationalist white supremacist Western civilizationhow did that language become offensive Rep Steve Scalise RLa once allegedly described himself as David Duke without the baggage as the Times reported in 2014 Following the release of the chat logs and HuffPost requests for comment The military is determining whether they violated rules regarding discrimination and extremist activity Mathias writes Scalise and King remain in Congress Read HuffPosts full article with the list of service members and their Discord posts here   So do we  The past year has been the most arduous of our lives The Covid19 pandemic continues to be catastrophic not only to our health  mental and physical  but also to the stability of millions of people For all of us independent news organizations its no exception  Weve covered everything thrown at us this past year and will continue to do so with your support Weve always understood the importance of calling out corruption regardless of political affiliation We need your support in this difficult time Every reader contribution no matter the amount makes a difference in allowing our newsroom to bring you the stories that matter at a time when being informed is more important than ever Invest with us Make a onetime contribution to Alternet All Access nttor click here to become a subscriber Thank you  Click to donate by checknt ,-1
38,Alternet,https://www.alternet.org/2019/04/house-republicans-are-trying-to-stonewall-voter-suppression-investigations/,House Republicans arexa0strongly hintingxa0to state officials that they should stonewall the Oversight Committees investigation into voter suppression A letter signed by Ohio Rep Jim Jordan and other Republicans claims that the investigation raises serious federalism concerns and is partisan Rep Elijah Cummings the committee chairxa0responded forcefully saying that With a Democratic President there was no allegation too small to investigate but now that Donald Trump is in the White House there is apparently no scandal too big to ignore Democratic Rep Jamie Raskin the chair of the civil rights subcommittee carrying out the investigations into voter suppression in Kansas Texas and Georgia likewise pushed back citing axa0solemn dutyxa0to investigate statebased assaults on popular democracy like the reported purges of hundreds of thousands of voters and the relocation of municipal polling places outside of municipal boundaries And that solemn duty is absolutely within the committees rights Raskin saidxa0It is obviously within our power under the Supremacy Clause and the Bill of Rights to conduct constitutional oversight in order to protect voters rights in the states resistance by partisan state officials notwithstanding Thisxa0isnt the first timexa0House Republicans have tried to get the subjects of Democratic investigations to stonewall Theyve also been sending letters to drug companies suggesting they not comply with information requests on prescription drug prices Those Republicans sure do like to stand up for the little guy taking sides against voters and people struggling to pay for prescription medications   So do we  The past year has been the most arduous of our lives The Covid19 pandemic continues to be catastrophic not only to our health  mental and physical  but also to the stability of millions of people For all of us independent news organizations its no exception  Weve covered everything thrown at us this past year and will continue to do so with your support Weve always understood the importance of calling out corruption regardless of political affiliation We need your support in this difficult time Every reader contribution no matter the amount makes a difference in allowing our newsroom to bring you the stories that matter at a time when being informed is more important than ever Invest with us Make a onetime contribution to Alternet All Access nttor click here to become a subscriber Thank you  Click to donate by checknt ,-1
39,Alternet,https://www.alternet.org/2019/02/conservative-apologizes-for-ignoring-a-christian-right-wing-takeover-of-the-gop-which-led-to-trump/,In a series of tweets a prominent conservative critic of Donald Trump offered up a mea culpa for standing by for years as the Republican Party he proudly belonged to was taken over byxa0Christian fundamentalists racists and gun nuts which culminated with the party embracing Donald Trump On Twitter Tom Nichols  a professor at the Naval War College  responded to a commenter who claimed he left the Republican Party due to the Christian right wing American Hezbollah The Christian right wing American Hezbollah is the principle reason I will never vote for Republican again the commenter who goes by the Twitter name of LogJammin wrote They now have 4 of 9 members of Supreme court maybe 5 if you include Roberts although I think hes a serious jurist They are the most insidious force in America That set off a confession from Nichols who detailed what he saw as the decline of the GOP over a period of decades that made him leave the party This comes up a lot along with the usual liberal carping about the Southern strategy and its worth a moment of comment especially since I am stuck in an airport Nichols tweeted No arguing that modcon GOPers like me treated the southern evangelical wing of the party with a shrug I think many of us figured Meh were stuck with them not just because of their racial views but because they were conservative Christians not welcome among the Dems From there Nichols described how more mainstream conservatives like himself let their party be taken over For people like me the Southern strategy wasnt a strategy It was really just a keep them in the tent and harvest their votes by default strategy This was Reagans approach and it definitely pissed off the evangelicals as GOPers knew back in 1984 he wrote But I always assumed that the GOP was a prudent rational conservative party that would never let the wingnuts as opposed to the mainstream conservative Christians gain actual power within the party I was wrong There were plenty of warnings that it was going to happen He then added People like Pat Robertson were canaries in the coal mine I admit that I brushed this off as something so irrational and so obviously selfdestructive that I really didnt think it had a future I did not think the GOP would commit suicide for the fringiest evangelicals The victory of the hardcore evangelicals is now the election and unbending support of one of the most decadent and unChristian GOP politicians ever he continued I knew the political evangelicals were hypocrites I did not realize they would go to the wall this way You can see his tweets below                      So do we  The past year has been the most arduous of our lives The Covid19 pandemic continues to be catastrophic not only to our health  mental and physical  but also to the stability of millions of people For all of us independent news organizations its no exception  Weve covered everything thrown at us this past year and will continue to do so with your support Weve always understood the importance of calling out corruption regardless of political affiliation We need your support in this difficult time Every reader contribution no matter the amount makes a difference in allowing our newsroom to bring you the stories that matter at a time when being informed is more important than ever Invest with us Make a onetime contribution to Alternet All Access nttor click here to become a subscriber Thank you  Click to donate by checknt ,-1
